Year,State/UT,Sector,CO₂ Emissions (Million Tonnes),CH₄ Emissions (Million Tonnes CO₂e),N₂O Emissions (Million Tonnes CO₂e),Energy Consumption (TWh),Electricity Generation (TWh),Fossil Fuel Consumption (MTOE),Vehicle Count (Million Units),Industrial Output (GDP Contribution in ₹ Cr),Agricultural Land Usage (Million Hectares),Deforestation Rate (sq. km per year),Waste Generation (Million Tonnes),Renewable Energy Share (%)
2016,Himachal Pradesh,Transport,83.46,3.94,19.35,476.79,181.91,215.02,6.27,88464.68,21.26,43.26,52.57,50.55
2001,Puducherry,Energy,124.38,14.13,3.32,297.75,222.3,19.02,9.41,60103.8,25.74,81.3,44.77,46.26
2001,Karnataka,Transport,336.17,30.35,15.22,253.14,388.15,103.86,33.01,25568.46,23.85,19.42,78.17,37.38
2021,Telangana,Industry,259.84,10.66,16.95,425.21,297.54,119.74,40.43,10943.29,2.66,27.45,61.91,51.27
2022,Goa,Energy,158.19,33.8,17.79,44.43,92.86,248.97,8.21,27497.97,39.92,73.42,14.61,72.12
2004,Delhi,Energy,286.74,7.27,6.54,489.33,255.3,63.56,27.59,76851.65,17.82,82.49,93.78,20.56
2000,Uttar Pradesh,Waste,71.35,1.63,5.48,233.87,141.72,159.35,9.15,95564.81,15.35,155.2,18.91,74.82
2000,Gujarat,Industry,380.3,43.24,1.05,339.51,325.51,114.82,10.51,24108.76,11.46,151.26,17.38,69.02
2018,Tripura,Waste,358.9,17.01,8.05,365.59,72.57,192.38,24.15,31659.82,29.56,48.02,36.72,35.81
2001,Gujarat,Agriculture,116.09,8.26,2.57,316.28,62.08,62.86,33.73,80743.23,29.86,36.78,37.4,4.77
2020,Odisha,Transport,307.13,9.05,15.75,446.3,45.05,170.55,28.75,73130.55,22.11,33.66,8.21,50.67
2011,Goa,Transport,256.62,44.35,2.95,147.64,219.92,33.34,4.71,13230.46,33.96,118.15,9.91,15.05
2005,Karnataka,Waste,39.8,32.89,16.4,268.49,53.69,4.77,14.35,91141.83,2.87,116.11,97.24,4.62
2022,Delhi,Transport,146.3,47.84,2.24,218.0,21.49,5.54,46.91,24170.91,40.32,20.99,11.99,29.9
2003,Karnataka,Transport,499.75,40.1,9.66,353.54,136.32,123.68,31.42,77033.58,13.55,68.08,95.97,68.75
2022,Gujarat,Agriculture,58.77,38.49,7.75,200.58,320.28,192.91,32.94,65464.41,23.96,174.88,69.11,12.43
2010,Arunachal Pradesh,Industry,258.14,25.24,12.07,446.97,66.65,144.83,10.64,47352.83,37.51,188.46,21.86,74.45
2023,Odisha,Energy,426.17,41.13,10.42,247.76,146.37,10.04,47.92,9652.88,9.53,194.38,41.28,6.1
2016,Bihar,Waste,157.32,20.93,12.01,270.32,177.12,138.47,10.4,89364.15,45.24,138.72,23.18,2.3
2005,Uttar Pradesh,Waste,137.75,41.44,0.12,249.23,351.01,29.2,12.63,53506.71,7.65,7.54,23.48,8.02
2023,Goa,Agriculture,446.49,38.01,2.64,313.2,193.16,241.38,25.55,12209.75,40.83,97.03,64.83,27.89
2004,Mizoram,Agriculture,159.37,34.08,10.39,257.65,207.22,88.79,24.85,48205.01,20.54,48.64,33.7,46.5
2019,Tripura,Energy,329.23,16.82,4.67,469.02,105.58,126.35,1.73,11277.31,9.04,177.59,84.81,72.33
2001,Chhattisgarh,Industry,372.75,31.72,1.62,69.91,269.07,85.35,37.21,37993.45,43.61,8.47,52.73,62.32
2005,Delhi,Waste,396.42,25.59,4.43,11.65,15.14,117.31,4.91,12710.62,36.88,22.59,26.23,69.52
2021,West Bengal,Agriculture,497.43,23.35,15.62,263.28,385.95,239.66,2.8,26954.23,12.25,57.25,3.55,73.87
2010,Puducherry,Waste,403.56,49.52,10.88,383.49,201.76,65.87,25.41,81326.45,33.6,140.17,59.35,26.86
2015,Gujarat,Transport,331.94,25.47,3.88,325.86,29.42,179.8,2.51,24027.79,8.64,187.24,93.74,33.65
2015,Himachal Pradesh,Waste,448.78,2.08,0.42,481.55,225.87,189.07,10.11,64159.22,48.8,77.63,50.66,75.12
2000,Tripura,Industry,453.81,31.51,7.22,95.23,208.02,48.46,19.61,23802.81,27.88,68.33,54.22,67.89
2008,Andhra Pradesh,Industry,486.85,36.54,7.21,348.52,100.08,182.56,30.2,62000.69,8.37,156.54,27.04,9.99
2005,Andhra Pradesh,Waste,390.47,44.32,14.73,408.85,87.48,162.35,39.16,74675.01,4.24,179.64,65.68,15.07
2015,Odisha,Transport,105.51,31.82,18.4,456.47,111.95,73.47,14.55,11225.84,31.83,17.52,50.81,73.73
2002,Goa,Industry,357.8,1.46,7.5,266.63,56.24,131.15,23.61,84928.39,32.59,197.22,71.45,23.75
2019,Nagaland,Agriculture,46.81,6.43,13.79,184.74,214.91,147.91,47.71,91452.8,48.97,101.95,12.17,21.29
2003,Jharkhand,Waste,165.8,8.48,12.73,477.9,352.18,209.3,19.57,37863.74,25.34,198.85,23.14,70.68
2018,West Bengal,Transport,66.75,10.96,8.5,396.78,369.64,32.08,35.51,87876.82,17.62,2.54,82.49,45.43
2002,Karnataka,Agriculture,475.47,40.09,1.41,238.07,381.43,243.02,13.64,12494.32,35.8,178.2,96.69,43.59
2018,Andhra Pradesh,Waste,175.99,15.83,9.52,327.33,242.15,192.52,31.2,43117.65,40.31,19.74,81.83,34.27
2019,Andhra Pradesh,Transport,359.48,15.96,7.15,142.9,250.51,134.21,40.26,16950.69,34.64,155.56,44.67,53.56
2006,Madhya Pradesh,Agriculture,289.95,37.9,11.05,309.35,127.65,194.28,45.72,96163.34,37.42,0.06,7.32,29.84
2019,Chhattisgarh,Industry,62.68,20.92,2.6,272.31,354.71,183.56,46.88,77655.41,34.92,27.27,87.53,78.7
2008,Punjab,Waste,285.06,3.7,14.51,24.42,197.82,115.57,15.17,62380.34,9.52,32.19,80.86,33.04
2000,Andhra Pradesh,Waste,333.9,29.46,15.78,433.55,115.33,84.68,10.12,8044.25,40.72,121.44,96.04,16.96
2007,Punjab,Industry,441.94,6.94,7.83,247.65,386.44,247.16,40.72,17413.47,31.66,138.79,41.01,6.29
2006,Assam,Energy,44.34,28.8,3.59,242.47,283.62,221.21,31.52,35702.59,20.18,18.01,69.1,48.23
2017,Nagaland,Agriculture,154.86,39.09,12.51,145.3,188.54,237.78,20.78,23548.59,33.49,81.18,15.96,53.17
2007,Himachal Pradesh,Industry,349.25,46.51,19.12,102.21,32.11,13.07,1.91,31800.18,42.49,140.35,91.76,32.64
2000,Maharashtra,Waste,26.82,3.82,14.04,149.23,60.36,203.99,15.46,96873.07,43.25,181.91,69.98,75.96
2010,Uttarakhand,Agriculture,109.74,15.55,2.56,326.74,82.61,222.92,5.66,80361.21,17.36,37.91,72.23,4.73
2024,Mizoram,Agriculture,117.15,32.8,8.0,53.34,361.62,119.75,24.65,7929.2,6.79,84.95,67.39,43.16
2024,Tamil Nadu,Energy,337.97,16.11,18.32,169.77,388.78,222.84,41.39,6551.62,11.94,45.6,72.06,59.82
2017,Maharashtra,Waste,150.12,22.83,12.73,489.48,110.46,26.12,15.7,5537.73,30.74,7.38,15.27,36.64
2022,Delhi,Transport,303.8,1.49,3.03,139.41,201.83,16.06,17.94,72230.01,26.31,91.2,67.69,51.75
2009,Bihar,Energy,483.02,34.83,14.52,483.49,317.79,73.6,39.18,51851.13,25.22,83.94,39.37,66.4
2002,Chhattisgarh,Energy,398.69,44.22,7.14,56.88,156.93,7.53,22.86,15650.78,15.86,164.32,33.58,59.62
2006,Uttar Pradesh,Transport,173.12,48.85,9.84,398.02,199.49,171.31,33.44,94025.28,4.71,178.1,26.01,44.07
2015,Rajasthan,Transport,241.48,41.61,8.36,222.67,355.61,231.82,9.51,20879.97,15.75,70.68,86.46,76.02
2015,Mizoram,Energy,108.33,2.07,14.54,101.43,86.97,74.47,12.62,72465.68,34.9,141.66,73.91,79.89
2024,Sikkim,Agriculture,17.7,32.77,4.44,394.77,397.57,165.24,31.79,99851.26,31.48,115.58,29.74,47.63
2019,Delhi,Industry,151.96,25.04,7.83,8.46,185.24,117.54,5.69,99063.51,14.55,154.01,11.01,8.71
2016,Tripura,Industry,191.01,46.93,14.92,176.83,107.03,64.51,8.85,62314.41,38.82,29.26,42.6,19.96
2001,Arunachal Pradesh,Energy,286.54,45.16,14.13,304.4,357.54,229.72,15.95,16157.06,47.99,162.6,61.63,62.07
2000,Tamil Nadu,Agriculture,472.59,49.41,4.11,119.33,35.22,239.52,9.1,99288.37,13.38,120.54,1.1,34.74
2015,Sikkim,Transport,474.45,43.17,7.08,169.6,258.72,34.55,48.77,72946.63,39.55,153.49,52.15,50.05
2011,Chhattisgarh,Energy,44.35,27.57,0.39,50.27,29.37,191.98,12.88,82865.52,39.54,84.0,10.45,4.01
2004,Bihar,Waste,311.18,35.89,10.65,427.34,378.75,48.02,47.73,98153.5,27.19,1.65,81.88,79.16
2004,Bihar,Agriculture,30.75,48.25,5.69,213.97,257.69,122.57,42.33,21116.98,1.49,183.59,67.13,34.44
2022,Goa,Waste,327.56,29.12,0.34,76.92,162.2,90.89,16.7,32897.41,15.42,145.69,38.07,62.38
2008,Punjab,Waste,67.67,42.08,8.55,103.55,172.64,61.75,27.49,25347.12,2.92,138.15,22.39,60.16
2008,Rajasthan,Energy,473.74,47.14,18.54,141.21,70.23,169.28,16.96,99104.48,21.02,94.65,38.4,38.7
2002,Madhya Pradesh,Agriculture,433.53,28.74,18.48,118.59,147.2,213.99,35.18,65791.92,28.88,8.77,89.5,65.58
2018,Sikkim,Waste,20.94,8.38,7.5,254.14,362.0,195.51,18.17,31746.92,22.45,27.56,6.85,27.34
2015,Chhattisgarh,Agriculture,393.24,8.2,9.04,453.08,323.12,180.85,23.37,37663.85,35.0,87.71,91.9,5.44
2015,Tamil Nadu,Industry,321.59,6.21,4.93,96.04,266.29,17.5,35.97,45952.97,12.52,158.67,7.58,30.68
2002,Tripura,Waste,252.73,24.08,1.46,229.46,387.27,25.26,20.88,44422.93,4.82,177.96,3.77,47.42
2019,Uttar Pradesh,Waste,305.29,24.27,13.91,333.65,231.51,116.74,34.5,18182.91,9.28,91.56,20.03,4.9
2023,Tamil Nadu,Agriculture,342.34,31.06,16.02,95.98,74.63,139.38,18.57,85792.16,14.1,199.0,14.71,54.32
2021,Gujarat,Industry,443.38,24.4,17.61,81.23,286.88,181.12,20.03,77466.73,12.92,195.96,93.2,77.02
2023,Punjab,Waste,386.01,48.67,18.71,81.9,238.81,89.61,16.14,91448.94,26.16,72.73,24.53,18.73
2000,Andhra Pradesh,Energy,291.94,14.92,18.33,441.58,177.44,6.71,49.47,53026.3,45.01,12.96,82.51,4.9
2023,Maharashtra,Agriculture,414.06,43.75,0.64,357.08,63.06,9.99,25.29,67525.77,18.47,98.58,32.1,7.51
2019,Telangana,Agriculture,493.59,5.47,19.56,171.5,272.68,213.85,11.18,75643.97,5.13,195.9,14.9,5.55
2010,Bihar,Waste,157.09,30.29,7.65,451.77,180.41,33.01,28.4,59835.14,41.18,73.17,42.15,72.23
2016,Mizoram,Industry,68.03,32.59,17.73,477.01,233.56,234.29,23.5,70709.67,1.79,70.29,9.87,15.54
2007,Rajasthan,Waste,368.41,38.73,8.87,202.15,129.58,83.82,38.97,53870.43,26.26,60.8,60.35,25.43
2003,Maharashtra,Transport,489.51,25.4,8.5,257.67,66.51,146.33,46.79,40544.85,40.64,190.01,16.11,74.26
2005,Meghalaya,Waste,67.19,10.26,0.32,182.25,147.16,42.99,5.63,98305.68,28.76,37.66,56.1,6.6
2007,Maharashtra,Transport,221.54,18.77,1.14,117.64,341.58,114.06,49.06,48276.36,46.58,87.06,23.68,49.18
2019,Meghalaya,Energy,40.51,13.97,13.46,391.1,68.03,219.08,8.33,83952.94,2.47,40.89,91.74,21.53
2002,Telangana,Agriculture,390.5,21.25,18.76,326.29,191.14,246.05,13.74,60205.28,47.15,22.35,21.87,75.11
2015,Punjab,Agriculture,474.87,26.73,4.57,186.61,122.56,191.87,38.79,27963.2,37.74,87.3,46.8,1.13
2024,Delhi,Industry,254.51,31.44,1.97,12.12,385.12,191.39,7.86,12177.27,17.05,161.19,1.84,36.05
2002,West Bengal,Waste,210.67,42.33,4.36,383.02,38.45,221.44,40.89,91589.99,31.76,1.55,12.17,74.99
2024,Haryana,Energy,454.78,45.55,4.33,241.3,101.91,61.98,33.71,34391.79,28.54,97.01,16.25,49.87
2017,Telangana,Transport,75.36,23.4,5.93,41.18,182.57,184.33,40.28,30238.23,45.61,101.18,82.78,22.97
2013,Assam,Industry,446.88,4.89,1.99,66.63,102.67,140.03,28.22,74974.26,21.23,15.2,62.42,57.18
2017,Tripura,Energy,202.14,39.95,4.79,316.05,284.1,66.16,49.21,64952.21,5.87,195.67,4.1,51.2
2001,Odisha,Energy,284.11,24.12,18.43,275.43,151.5,14.81,29.69,66407.97,4.37,39.57,18.14,25.15
2021,Andhra Pradesh,Transport,268.86,27.55,17.82,124.04,313.41,51.0,19.84,14041.4,21.27,181.32,86.86,78.16
2002,Arunachal Pradesh,Transport,311.83,29.99,6.39,74.24,222.75,162.9,48.33,25562.43,49.3,45.86,30.73,70.58
2015,Manipur,Agriculture,471.64,33.56,19.94,442.94,173.6,142.89,3.77,50087.65,31.33,104.93,20.99,58.55
2008,Sikkim,Waste,476.05,44.56,6.04,71.76,149.13,18.25,25.78,87009.96,37.35,160.04,79.67,42.6
2003,West Bengal,Industry,417.26,47.63,14.46,47.41,92.7,141.02,31.64,43114.16,48.16,189.96,39.71,21.66
2000,Jharkhand,Waste,103.86,47.04,12.92,311.87,104.76,98.27,17.34,15039.02,33.49,80.3,48.44,28.85
2003,Nagaland,Industry,173.42,40.57,1.38,130.01,74.67,4.72,4.69,40631.22,30.5,14.02,70.53,37.81
2000,Sikkim,Energy,249.03,44.52,6.91,330.02,341.44,227.46,20.56,29868.21,10.23,4.6,90.81,1.88
2013,Maharashtra,Transport,453.68,2.96,19.03,247.1,221.57,65.34,40.55,99464.55,15.19,174.76,69.88,48.8
2020,Mizoram,Transport,265.22,42.53,1.11,109.57,195.74,138.8,28.6,38210.8,44.12,95.74,39.44,5.17
2015,Uttarakhand,Energy,488.94,4.08,3.58,39.47,132.29,147.7,37.92,61942.83,25.88,29.99,96.42,35.27
2019,Madhya Pradesh,Energy,492.08,37.44,19.42,39.97,209.16,125.2,35.91,57898.75,43.32,92.83,54.87,53.73
2023,Andhra Pradesh,Industry,303.31,8.88,0.89,295.0,353.61,60.66,14.4,17838.38,1.77,44.49,90.24,36.04
2007,Chhattisgarh,Energy,439.97,18.33,8.99,380.33,343.16,102.43,12.75,13882.98,25.79,139.89,88.77,28.37
2006,Uttar Pradesh,Industry,499.62,9.62,18.38,346.38,241.64,73.29,39.57,2749.29,16.45,81.48,51.14,18.91
2002,Madhya Pradesh,Waste,426.36,22.45,18.88,298.46,214.33,108.96,8.59,14603.72,14.74,145.63,20.92,5.29
2016,Uttarakhand,Transport,331.89,20.88,19.59,109.41,94.18,21.58,28.31,72940.89,43.19,153.0,37.26,26.48
2000,Tripura,Transport,424.12,2.88,9.68,431.59,278.71,42.32,47.83,63632.36,42.07,74.84,17.61,45.89
2015,Maharashtra,Transport,50.5,41.61,1.82,316.28,342.06,35.24,26.32,29119.94,44.9,132.64,15.95,23.4
2011,Telangana,Waste,321.06,42.78,15.48,348.63,125.75,149.16,40.35,22306.65,22.05,154.75,89.5,57.67
2018,Assam,Waste,116.1,39.48,14.21,115.8,177.04,164.32,12.88,4110.12,48.12,10.21,14.17,34.45
2021,Manipur,Agriculture,66.87,42.46,11.63,134.44,47.15,228.58,3.0,29026.89,16.71,38.62,97.49,35.0
2022,Odisha,Industry,447.51,37.67,17.78,454.24,343.99,66.28,17.48,34296.55,49.47,196.46,27.87,25.22
2021,Mizoram,Industry,323.43,46.91,18.24,240.66,43.59,98.98,28.79,86644.76,38.1,1.44,45.91,60.6
2013,Puducherry,Agriculture,129.34,29.03,13.7,279.15,283.21,155.99,32.03,2351.05,33.06,62.59,18.63,28.23
2005,Assam,Transport,199.52,29.34,2.33,59.83,78.86,242.97,26.86,27129.29,44.66,156.44,37.39,27.1
2005,Meghalaya,Industry,486.91,43.07,2.0,200.31,294.79,98.49,21.7,95340.06,31.95,63.26,59.95,63.53
2012,Maharashtra,Industry,432.47,17.8,8.23,444.08,258.86,73.11,49.27,85339.82,21.58,163.88,91.61,29.93
2018,Kerala,Transport,17.64,2.98,5.92,450.57,277.71,97.56,34.46,88298.18,18.71,26.46,94.24,1.38
2021,West Bengal,Energy,490.1,37.62,2.75,366.43,256.14,78.02,47.7,1282.02,7.89,175.36,5.42,39.22
2007,Kerala,Energy,190.58,13.1,12.26,275.09,161.68,22.19,8.91,36863.46,24.55,94.54,53.23,10.92
2001,Delhi,Agriculture,350.75,23.97,13.7,465.76,249.98,87.15,49.98,48614.98,39.69,7.38,13.69,78.05
2020,Karnataka,Waste,359.21,12.4,13.99,436.56,97.69,146.75,35.18,11666.57,7.75,124.66,14.6,75.45
2000,Mizoram,Industry,456.73,41.44,3.59,423.94,113.21,46.52,48.6,8954.76,46.44,55.45,82.11,71.84
2014,Haryana,Industry,443.68,47.94,6.19,441.49,30.73,208.58,30.34,36369.82,11.8,140.08,32.68,70.11
2000,Mizoram,Agriculture,148.05,3.22,4.06,229.35,247.07,184.1,7.78,92157.56,48.07,180.55,98.46,72.31
2004,Rajasthan,Agriculture,325.33,12.05,12.07,265.12,337.11,140.09,17.47,40644.13,23.38,16.73,79.81,57.34
2015,Tripura,Industry,202.92,9.88,11.38,214.89,154.49,184.64,2.74,75915.1,7.79,48.85,54.74,4.47
2018,Tamil Nadu,Transport,267.52,33.82,10.12,371.33,87.43,79.85,7.66,60207.78,6.49,78.22,3.65,72.32
2003,Punjab,Transport,281.79,21.72,5.99,298.0,330.45,50.83,49.92,88854.23,33.45,191.98,7.32,13.13
2002,Karnataka,Waste,204.21,23.08,4.82,39.5,259.43,210.73,45.8,34012.7,40.73,81.11,60.57,19.92
2016,Tripura,Industry,237.31,8.28,17.82,72.62,357.94,204.88,45.1,14178.92,3.81,22.66,84.02,67.28
2016,Tripura,Industry,112.09,21.03,1.07,100.2,7.47,184.25,0.2,14549.96,45.87,59.53,51.7,50.45
2011,Arunachal Pradesh,Industry,307.75,15.51,13.16,336.92,163.46,64.82,22.58,19635.05,2.89,3.86,87.25,33.11
2013,Jharkhand,Industry,381.89,30.75,0.49,59.35,360.88,86.57,39.12,81063.46,27.71,38.24,40.24,65.43
2020,Jharkhand,Agriculture,220.57,11.25,3.96,272.71,271.78,95.76,11.41,57550.85,26.27,121.94,92.06,28.31
2005,Karnataka,Energy,489.06,30.93,5.86,421.21,190.2,46.87,21.06,55020.81,40.47,33.76,89.05,33.73
2002,West Bengal,Industry,38.04,19.2,17.74,474.02,168.75,190.25,10.33,13177.85,29.51,183.43,62.89,2.25
2008,Goa,Energy,298.69,17.64,2.84,216.97,358.59,46.99,34.66,18589.28,17.51,142.66,89.87,60.64
2004,Bihar,Transport,295.96,15.63,18.76,269.05,333.56,56.22,35.23,21322.4,29.44,137.64,53.78,14.95
2023,Telangana,Waste,27.79,33.85,16.33,416.61,9.86,13.0,14.21,75517.89,47.61,89.45,10.39,15.29
2016,Kerala,Transport,120.04,28.34,13.61,468.19,52.83,166.17,23.92,69861.0,7.01,156.07,74.01,5.43
2013,Karnataka,Industry,453.72,42.66,8.29,197.98,207.36,232.32,22.64,58769.49,33.18,37.49,64.34,50.37
2020,Tamil Nadu,Transport,276.81,12.46,18.11,179.76,50.28,121.46,38.92,11071.72,9.24,88.68,68.0,24.13
2002,Tamil Nadu,Agriculture,223.83,2.49,10.61,228.17,113.53,224.55,33.79,16259.18,11.02,198.76,4.23,21.1
2000,Uttarakhand,Energy,213.59,9.51,7.49,130.63,334.79,210.41,3.5,26471.62,48.65,57.35,10.26,26.67
2019,Uttar Pradesh,Industry,445.2,17.5,11.75,430.53,157.53,198.88,7.64,83255.89,41.47,81.03,99.79,45.81
2020,Tripura,Agriculture,189.85,9.39,4.72,162.51,183.11,42.74,42.01,72508.45,45.64,44.07,76.74,76.22
2022,Madhya Pradesh,Energy,430.99,4.63,5.53,227.48,73.81,94.95,48.28,91565.23,8.45,15.17,46.86,72.31
2000,Chhattisgarh,Agriculture,161.5,22.54,18.39,163.38,242.91,166.3,31.86,4373.06,21.24,80.7,67.07,3.17
2002,Goa,Transport,270.44,34.01,15.9,63.87,52.52,86.74,18.3,82303.14,38.58,29.05,83.32,25.04
2017,Andhra Pradesh,Industry,80.47,37.7,10.32,305.29,253.94,178.01,11.13,3378.28,32.76,102.33,90.97,31.86
2024,Goa,Transport,414.26,20.24,8.39,295.87,299.96,72.54,37.2,66881.52,8.4,150.54,85.87,1.44
2009,Nagaland,Waste,370.63,24.16,16.17,150.98,350.08,98.76,31.96,65342.02,22.52,169.63,54.45,74.87
2021,Sikkim,Industry,269.75,37.9,11.46,20.54,235.07,183.15,45.45,27525.09,12.89,33.6,91.06,39.59
2002,Himachal Pradesh,Transport,22.69,17.96,8.36,468.69,136.12,30.35,45.17,75137.01,17.56,180.33,78.95,46.82
2007,Telangana,Industry,245.82,39.35,10.36,181.0,341.41,196.91,15.43,42806.24,45.74,71.9,7.51,14.88
2013,Tripura,Energy,120.35,48.39,4.73,271.68,240.67,178.43,40.17,63704.67,13.07,89.58,10.38,27.09
2023,Delhi,Industry,212.55,44.08,4.12,76.16,146.46,112.96,12.75,63393.22,19.42,116.5,73.31,59.13
2017,Manipur,Industry,429.65,22.95,19.78,129.33,132.4,109.94,39.12,88270.43,26.36,29.81,85.1,1.72
2014,Uttar Pradesh,Energy,387.11,29.19,19.39,220.45,131.64,226.76,8.49,67741.29,4.48,168.33,44.35,12.82
2021,Haryana,Transport,128.56,35.96,8.47,283.31,27.26,179.35,17.45,67392.95,44.55,157.87,76.46,4.3
2022,Odisha,Industry,492.63,17.79,10.35,427.74,45.03,155.42,4.39,60047.86,23.75,94.58,74.66,36.09
2001,Telangana,Agriculture,452.57,40.06,16.56,148.75,40.43,216.18,14.86,10915.84,18.65,63.52,47.36,14.98
2009,Meghalaya,Industry,269.05,22.13,14.54,436.53,128.31,83.57,15.98,30799.95,24.4,99.39,40.49,39.81
2001,Goa,Transport,269.77,42.42,2.08,231.93,192.22,72.39,33.47,46481.39,34.07,130.87,7.55,57.83
2016,Delhi,Energy,451.62,13.11,7.55,219.18,63.29,53.24,35.79,25781.91,30.95,140.07,98.01,23.11
2007,Goa,Transport,321.71,1.06,5.08,201.23,332.04,130.54,29.44,17392.21,29.29,87.54,20.51,30.93
2000,Sikkim,Waste,272.98,31.82,19.85,443.66,30.92,247.04,38.53,51657.98,15.95,5.31,15.01,7.53
2008,Assam,Industry,377.08,22.87,15.0,129.25,378.4,232.19,22.63,83681.75,22.31,142.61,8.18,56.83
2010,Jharkhand,Industry,125.2,3.46,1.05,429.4,34.4,114.37,31.43,63774.4,35.17,63.96,51.09,36.2
2021,Andhra Pradesh,Energy,440.4,24.64,18.01,49.11,358.39,28.72,18.03,69772.31,43.81,175.77,6.85,43.39
2015,West Bengal,Industry,270.39,8.84,18.57,477.89,107.98,218.77,26.11,15003.14,7.7,84.33,87.78,24.71
2006,Maharashtra,Agriculture,305.71,31.67,6.73,253.99,394.76,230.73,7.14,79955.64,42.13,159.15,20.23,31.77
2009,Bihar,Agriculture,54.07,22.53,12.88,499.46,210.92,43.67,30.59,11988.71,40.04,73.44,91.72,13.22
2022,Uttar Pradesh,Transport,161.66,8.97,13.67,305.93,12.23,220.98,10.33,28921.44,37.38,74.17,85.8,3.79
2002,Kerala,Energy,219.1,20.89,14.62,63.21,116.65,112.12,23.1,87817.9,23.72,152.51,4.08,50.43
2017,Goa,Waste,212.82,12.02,13.9,35.14,376.36,3.9,33.31,92257.9,28.62,107.9,57.62,5.34
2024,Karnataka,Transport,391.36,32.83,11.24,100.74,123.37,235.84,21.45,9681.03,24.44,51.27,18.31,43.38
2023,Kerala,Energy,148.34,15.11,19.08,213.47,147.05,11.66,11.24,17049.92,26.05,167.9,13.71,5.0
2012,Jharkhand,Energy,99.23,41.19,10.3,374.86,22.44,9.62,33.34,36483.4,31.21,125.99,51.62,59.76
2006,Nagaland,Transport,295.48,1.2,2.31,5.35,105.04,240.91,42.64,71930.04,25.16,126.89,19.17,5.55
2024,Gujarat,Transport,311.36,20.47,1.7,132.39,107.43,54.43,25.07,15758.22,28.25,156.76,45.22,76.17
2003,Gujarat,Industry,69.58,31.05,0.47,295.85,287.81,139.35,27.93,16318.53,33.43,126.1,5.36,37.05
2012,Karnataka,Waste,11.21,1.62,8.62,152.45,204.78,235.73,19.6,54999.95,14.31,51.63,47.11,22.13
2019,Bihar,Agriculture,459.65,11.18,5.54,181.69,68.6,235.06,29.2,59425.56,36.04,2.07,17.12,13.71
2000,Punjab,Industry,49.02,16.71,17.91,153.88,319.26,44.35,24.82,9707.28,48.54,157.73,11.68,39.97
2007,Andhra Pradesh,Energy,449.95,1.58,17.36,476.83,246.55,128.87,37.35,41103.13,10.61,191.47,8.45,47.74
2013,Madhya Pradesh,Waste,205.62,27.56,16.77,37.59,111.04,2.73,12.09,73490.54,46.01,143.88,63.85,4.92
2015,Nagaland,Waste,330.0,31.73,17.36,454.22,93.39,23.51,24.36,34815.24,21.77,165.23,6.55,74.68
2013,Himachal Pradesh,Transport,100.95,11.76,6.02,165.0,370.34,237.09,15.88,24978.11,45.87,172.76,58.26,31.97
2011,Uttar Pradesh,Waste,413.72,27.4,8.58,127.04,256.64,104.38,4.81,12319.95,21.55,50.59,7.96,63.28
2018,Telangana,Waste,98.29,49.96,6.3,442.22,323.93,38.4,19.39,47001.26,36.0,71.37,49.27,29.28
2022,Telangana,Energy,199.39,44.4,1.81,147.11,94.08,158.22,47.66,94069.98,28.33,146.8,23.05,33.57
2014,Himachal Pradesh,Industry,126.63,3.4,18.49,493.8,237.55,44.16,23.08,61791.51,37.74,87.89,14.24,5.72
2001,Tamil Nadu,Waste,420.38,6.83,12.36,276.3,26.13,245.06,27.33,7588.52,35.37,127.37,96.05,30.5
2001,Delhi,Transport,430.58,24.97,2.74,240.8,239.91,168.04,37.14,26581.67,47.99,53.84,34.91,22.0
2022,Himachal Pradesh,Industry,192.29,12.64,4.2,488.36,85.42,92.8,49.24,74330.27,15.16,142.98,32.48,62.97
2021,Jharkhand,Transport,160.62,4.51,9.07,117.25,269.29,95.91,20.65,75923.66,46.57,118.83,97.19,17.97
2018,West Bengal,Waste,389.05,13.1,1.13,454.94,373.13,229.32,25.93,38199.5,13.36,191.53,75.45,77.14
2024,Arunachal Pradesh,Industry,440.47,3.53,5.51,297.8,186.19,223.86,48.43,7629.53,39.53,184.7,59.66,58.61
2021,Goa,Waste,315.77,26.73,14.1,378.71,125.63,237.55,21.5,54149.59,25.0,112.25,19.74,46.26
2021,Manipur,Energy,464.43,24.77,18.42,293.11,53.69,113.96,39.54,73522.44,4.53,50.34,62.49,35.34
2016,Assam,Industry,197.69,0.81,18.58,311.23,269.88,212.84,22.25,33847.49,2.69,77.82,79.38,51.96
2019,Karnataka,Transport,84.42,24.38,10.45,81.69,235.75,121.72,11.46,79078.18,26.5,147.64,86.5,76.72
2009,Goa,Energy,98.03,26.23,6.31,80.07,220.11,158.61,46.82,33607.73,2.7,84.32,86.6,78.92
2005,Assam,Agriculture,338.22,30.48,18.42,201.59,374.71,127.34,35.63,17718.34,47.37,164.45,9.43,3.44
2014,Telangana,Transport,209.69,48.52,15.75,176.46,391.37,152.45,43.19,80091.08,9.09,47.75,28.11,42.96
2021,Karnataka,Waste,86.59,49.14,11.78,357.47,288.21,127.86,5.89,14232.8,24.77,154.24,48.15,39.55
2010,Manipur,Transport,153.19,26.58,16.71,362.77,82.42,39.56,35.27,25183.6,19.49,156.98,47.48,68.08
